household_size,number_of_rooms,daily_supply_hours,light_bulb_count,fan_count,television_count,fridge_count,ac_count,average_ac_usage_hours,bulb_energy_proxy,fan_energy_proxy,tv_energy_proxy,fridge_energy_proxy,ac_energy_proxy,total_selected_appliances,cooling_appliance_count,room_person_ratio,estimated_monthly_kwh
6,5,18.0,5,1,1,1,1,4,30.0,8.0,4.0,12,4,9,2,0.8333333333333334,153.2325
5,5,5.0,5,1,1,1,1,4,25.0,5.0,4.0,12,4,9,2,1.0,61.25
4,4,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,1.0,1.5300000000000002
18,7,0.0,9,4,1,0,0,0,0.0,0.0,0.0,0,0,14,4,0.3888888888888889,36.66
10,7,4.0,14,4,1,1,0,0,56.0,16.0,4.0,12,0,20,4,0.7,41.28
3,1,0.0,2,1,1,0,0,0,0.0,0.0,0.0,0,0,4,1,0.3333333333333333,6.9
9,8,0.0,14,7,2,1,0,0,0.0,0.0,0.0,12,0,24,7,0.8888888888888888,66.96
4,3,0.0,4,1,0,0,0,0,0.0,0.0,0.0,0,0,5,1,0.75,4.62
3,2,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.6666666666666666,1.26
7,6,7.0,7,5,0,0,0,0,42.0,35.0,0.0,0,0,12,5,0.8571428571428571,26.3375
14,6,0.0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,6,0,0.42857142857142855,2.8800000000000003
16,4,4.0,6,0,1,0,0,0,24.0,0.0,4.0,0,0,7,0,0.25,4.5600000000000005
12,5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.4166666666666667,0.36
6,11,4.0,11,1,0,0,0,0,44.0,4.0,0.0,0,0,12,1,1.8333333333333333,6.36
10,4,6.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.4,0.225
5,4,2.0,3,0,0,0,0,0,6.0,0.0,0.0,0,0,3,0,0.8,0.48
10,7,4.0,4,0,0,0,0,0,16.0,0.0,0.0,0,0,4,0,0.7,0.48
8,7,5.0,8,3,2,0,0,0,40.0,15.0,8.0,0,0,13,3,0.875,19.812500000000004
2,4,12.0,4,1,0,0,0,0,24.0,8.0,0.0,0,0,5,1,2.0,6.6
8,7,2.0,6,0,0,0,0,0,12.0,0.0,0.0,0,0,6,0,0.875,0.81
4,3,7.0,7,1,0,0,0,0,42.0,7.0,0.0,0,0,8,1,0.75,19.03125
1,2,5.0,4,2,0,1,0,0,20.0,10.0,0.0,12,0,7,2,2.0,15.812500000000002
9,7,4.0,7,2,1,1,0,0,28.0,8.0,4.0,12,0,11,2,0.7777777777777778,18.660000000000004
1,3,5.0,3,1,1,1,0,0,15.0,5.0,4.0,12,0,6,1,3.0,22.90625
4,7,3.0,5,1,0,0,0,0,15.0,3.0,0.0,0,0,6,1,1.75,2.5500000000000003
29,2,3.0,6,0,0,0,0,0,18.0,0.0,0.0,0,0,6,0,0.06896551724137931,1.02
18,5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.2777777777777778,0.18
16,4,3.0,4,0,0,0,0,0,12.0,0.0,0.0,0,0,4,0,0.25,4.86
3,4,2.0,9,1,0,1,0,0,18.0,2.0,0.0,12,0,11,1,1.3333333333333333,20.28
5,4,2.0,10,4,1,1,0,0,20.0,8.0,2.0,12,0,16,4,0.8,20.4
5,2,2.0,5,2,1,1,0,0,10.0,4.0,2.0,12,0,9,2,0.4,22.62
2,4,2.0,8,3,1,0,0,0,16.0,6.0,2.0,0,0,12,3,2.0,8.160000000000002
7,5,0.0,10,4,1,0,0,0,0.0,0.0,0.0,0,0,15,4,0.7142857142857143,9.06
4,6,2.0,6,2,1,1,0,0,12.0,4.0,2.0,12,0,10,2,1.5,17.94
4,3,2.0,6,2,1,1,0,0,12.0,4.0,2.0,12,0,10,2,0.75,18.6
4,5,2.0,8,2,1,1,0,0,16.0,4.0,2.0,12,0,12,2,1.25,18.24
2,3,0.0,3,1,0,0,0,0,0.0,0.0,0.0,0,0,4,1,1.5,1.2000000000000002
3,5,9.0,6,2,1,0,0,0,36.0,16.0,4.0,0,0,9,2,1.6666666666666667,32.849999999999994
10,5,0.0,9,2,0,0,0,0,0.0,0.0,0.0,0,0,11,2,0.5,13.05
9,6,4.0,4,2,0,0,0,0,16.0,8.0,0.0,0,0,6,2,0.6666666666666666,5.280000000000001
6,6,12.0,7,0,0,0,0,0,42.0,0.0,0.0,0,0,7,0,1.0,7.35
4,4,14.0,3,0,0,0,0,0,18.0,0.0,0.0,0,0,3,0,1.0,3.1500000000000004
9,6,0.0,7,0,0,0,0,0,0.0,0.0,0.0,0,0,7,0,0.6666666666666666,2.52
8,7,13.0,13,4,2,1,0,0,78.0,32.0,8.0,12,0,20,4,0.875,107.25
12,5,5.0,4,0,0,0,0,0,20.0,0.0,0.0,0,0,4,0,0.4166666666666667,1.46875
1,1,5.0,3,0,0,0,0,0,15.0,0.0,0.0,0,0,3,0,1.0,1.3125000000000002
2,3,8.0,2,1,0,0,0,0,12.0,8.0,0.0,0,0,3,1,1.5,7.2
7,3,6.0,7,2,1,0,0,0,42.0,12.0,4.0,0,0,10,2,0.42857142857142855,11.25
3,3,7.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,1.0,3.0625
4,3,8.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.75,2.7
7,4,5.0,8,2,1,1,0,0,40.0,10.0,4.0,12,0,12,2,0.5714285714285714,22.875
8,2,8.0,3,0,1,0,0,0,18.0,0.0,4.0,0,0,4,0,0.25,10.8
8,3,6.0,12,1,1,0,0,0,72.0,6.0,4.0,0,0,14,1,0.375,13.05
11,6,3.0,8,1,0,0,0,0,24.0,3.0,0.0,0,0,9,1,0.5454545454545454,4.5
7,10,7.0,10,1,0,0,0,0,60.0,7.0,0.0,0,0,11,1,1.4285714285714286,8.4875
9,8,5.0,6,1,0,0,0,0,30.0,5.0,0.0,0,0,7,1,0.8888888888888888,3.75
8,5,4.0,6,1,1,1,0,0,24.0,4.0,4.0,12,0,9,1,0.625,17.939999999999998
6,5,14.0,15,8,4,1,0,0,90.0,64.0,16.0,12,0,28,8,0.8333333333333334,153.2325
2,5,3.0,5,2,0,0,0,0,15.0,6.0,0.0,0,0,7,2,2.5,4.859999999999999
14,15,4.0,6,0,0,0,0,0,24.0,0.0,0.0,0,0,6,0,1.0714285714285714,1.2000000000000002
3,2,2.0,3,0,0,0,0,0,6.0,0.0,0.0,0,0,3,0,0.6666666666666666,0.6600000000000001
11,4,2.0,6,1,1,0,0,0,12.0,2.0,2.0,0,0,8,1,0.36363636363636365,3.54
8,4,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,0.5,0.8400000000000001
15,3,2.0,5,0,0,0,0,0,10.0,0.0,0.0,0,0,5,0,0.2,1.08
5,2,2.0,6,0,0,0,0,0,12.0,0.0,0.0,0,0,6,0,0.4,1.2000000000000002
8,3,2.0,3,0,0,0,0,0,6.0,0.0,0.0,0,0,3,0,0.375,0.6000000000000001
21,30,2.0,32,11,3,1,0,0,64.0,22.0,6.0,12,0,47,11,1.4285714285714286,29.28
7,8,3.0,10,0,0,1,0,0,30.0,0.0,0.0,12,0,11,0,1.1428571428571428,12.36
10,8,3.0,12,0,0,0,0,0,36.0,0.0,0.0,0,0,12,0,0.8,1.74
19,9,5.0,9,0,0,0,0,0,45.0,0.0,0.0,0,0,9,0,0.47368421052631576,1.3125000000000002
6,7,6.0,10,0,0,0,0,0,60.0,0.0,0.0,0,0,10,0,1.1666666666666667,1.575
9,7,6.0,8,1,0,0,0,0,48.0,6.0,0.0,0,0,9,1,0.7777777777777778,2.25
5,3,4.0,5,1,0,1,0,0,20.0,4.0,0.0,12,0,7,1,0.6,16.32
9,3,6.0,6,3,1,1,0,0,36.0,18.0,4.0,12,0,11,3,0.3333333333333333,37.95
3,2,5.0,4,0,0,0,0,0,20.0,0.0,0.0,0,0,4,0,0.6666666666666666,1.8125
5,2,24.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,0.4,106.2
5,3,9.0,11,5,1,1,0,0,66.0,40.0,4.0,12,0,18,5,0.6,62.15625
2,1,8.0,2,1,0,1,0,0,12.0,8.0,0.0,12,0,4,1,0.5,19.75
4,3,8.0,9,3,1,1,0,0,54.0,24.0,4.0,12,0,14,3,0.75,38.6
6,3,4.0,6,3,1,1,0,0,24.0,12.0,4.0,12,0,11,3,0.5,19.380000000000003
21,9,5.0,13,3,2,0,0,0,65.0,15.0,8.0,0,0,18,3,0.42857142857142855,29.187500000000007
10,8,12.0,10,6,2,1,1,4,60.0,48.0,8.0,12,4,20,7,0.8,153.075
4,4,9.0,4,3,0,0,0,0,24.0,24.0,0.0,0,0,7,3,1.0,22.6125
8,3,8.0,15,4,1,1,0,0,90.0,32.0,4.0,12,0,21,4,0.375,58.6
13,10,10.0,12,8,0,1,0,0,72.0,64.0,0.0,12,0,21,8,0.7692307692307693,109.5625
6,3,9.0,6,3,0,1,0,0,36.0,24.0,0.0,12,0,10,3,0.5,54.39375
25,7,4.0,3,0,1,0,0,0,12.0,0.0,4.0,0,0,4,0,0.28,4.77
17,6,0.0,8,5,1,0,0,0,0.0,0.0,0.0,0,0,14,5,0.35294117647058826,0.0
2,3,6.0,7,2,1,0,0,0,42.0,12.0,4.0,0,0,10,2,1.5,7.800000000000001
8,4,9.0,3,0,0,0,0,0,18.0,0.0,0.0,0,0,3,0,0.5,2.925
2,2,9.0,3,1,0,1,0,0,18.0,8.0,0.0,12,0,5,1,1.0,25.9875
6,4,5.0,4,1,0,0,0,0,20.0,5.0,0.0,0,0,5,1,0.6666666666666666,8.062500000000002
7,4,8.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,0.5714285714285714,5.85
2,3,6.0,7,5,1,0,0,0,42.0,30.0,4.0,0,0,13,5,1.5,15.825
8,3,7.0,8,0,1,0,0,0,48.0,0.0,4.0,0,0,9,0,0.375,6.4750000000000005
7,3,9.0,9,2,1,1,0,0,54.0,16.0,4.0,12,0,13,2,0.42857142857142855,49.78125
19,10,4.0,12,0,1,0,0,0,48.0,0.0,4.0,0,0,13,0,0.5263157894736842,11.79
10,9,4.0,11,0,0,0,0,0,44.0,0.0,0.0,0,0,11,0,0.9,4.86
13,3,4.0,3,0,0,0,0,0,12.0,0.0,0.0,0,0,3,0,0.23076923076923078,1.7100000000000002
18,10,4.0,11,0,0,0,0,0,44.0,0.0,0.0,0,0,11,0,0.5555555555555556,5.82
3,3,5.0,6,0,0,0,0,0,30.0,0.0,0.0,0,0,6,0,1.0,1.0
37,8,5.0,7,3,3,0,0,0,35.0,15.0,12.0,0,0,13,3,0.21621621621621623,0.0
2,5,6.0,3,0,0,1,0,0,18.0,0.0,0.0,12,0,4,0,2.5,15.3
18,6,6.0,15,1,1,0,0,0,90.0,6.0,4.0,0,0,17,1,0.3333333333333333,13.05
3,4,5.0,5,2,0,0,0,0,25.0,10.0,0.0,0,0,7,2,1.3333333333333333,8.125
6,8,8.0,9,2,1,0,0,0,54.0,16.0,4.0,0,0,12,2,1.3333333333333333,17.65
14,4,10.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.2857142857142857,1.6875
12,12,5.0,9,0,0,0,0,0,45.0,0.0,0.0,0,0,9,0,1.0,3.5625000000000004
4,3,8.0,3,0,0,0,0,0,18.0,0.0,0.0,0,0,3,0,0.75,0.6
8,6,3.0,6,0,0,0,0,0,18.0,0.0,0.0,0,0,6,0,0.75,2.76
3,4,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,1.3333333333333333,0.5399999999999999
5,5,4.0,5,0,0,0,0,0,20.0,0.0,0.0,0,0,5,0,1.0,0.99
6,7,4.0,6,0,0,0,0,0,24.0,0.0,0.0,0,0,6,0,1.1666666666666667,2.4600000000000004
12,8,6.0,10,0,0,0,0,0,60.0,0.0,0.0,0,0,10,0,0.6666666666666666,5.85
2,4,19.0,5,2,1,0,0,0,30.0,16.0,4.0,0,0,8,2,2.0,67.56875000000001
9,9,20.0,11,1,1,1,0,0,66.0,8.0,4.0,12,0,14,1,1.0,121.125
3,4,21.0,6,1,1,1,0,0,36.0,8.0,4.0,12,0,9,1,1.3333333333333333,150.01874999999998
10,9,12.0,6,1,1,0,0,0,36.0,8.0,4.0,0,0,8,1,0.9,31.125
4,8,19.0,7,4,1,1,0,0,42.0,32.0,4.0,12,0,13,4,2.0,153.2325
3,7,18.0,2,0,1,0,0,0,12.0,0.0,4.0,0,0,3,0,2.3333333333333335,27.0
3,4,23.0,6,1,1,0,0,0,36.0,8.0,4.0,0,0,8,1,1.3333333333333333,71.0125
2,4,5.0,15,1,1,1,0,0,75.0,5.0,4.0,12,0,18,1,2.0,34.375
12,6,5.0,9,6,2,1,0,0,45.0,30.0,8.0,12,0,18,6,0.5,53.53125
5,4,14.0,9,0,2,1,0,0,54.0,0.0,8.0,12,0,12,0,0.8,88.025
6,3,14.0,7,3,1,1,0,0,42.0,24.0,4.0,12,0,12,3,0.5,92.75
4,3,14.0,8,3,1,1,1,4,48.0,24.0,4.0,12,4,14,4,0.75,153.2325
11,8,0.0,10,0,0,0,0,0,0.0,0.0,0.0,0,0,10,0,0.7272727272727273,2.34
5,5,2.0,6,0,0,0,0,0,12.0,0.0,0.0,0,0,6,0,1.0,0.7200000000000001
13,7,2.0,10,4,1,0,0,0,20.0,8.0,2.0,0,0,15,4,0.5384615384615384,10.44
17,10,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.5882352941176471,1.2000000000000002
23,20,2.0,22,3,0,0,0,0,44.0,6.0,0.0,0,0,25,3,0.8695652173913043,5.1000000000000005
17,10,18.0,6,4,2,0,0,0,36.0,32.0,8.0,0,0,12,4,0.5882352941176471,55.8
7,6,16.0,3,1,1,0,0,0,18.0,8.0,4.0,0,0,5,1,0.8571428571428571,17.0
8,5,17.0,4,3,1,0,0,0,24.0,24.0,4.0,0,0,8,3,0.625,28.36875000000001
4,6,18.0,4,3,1,0,0,0,24.0,24.0,4.0,0,0,8,3,1.5,35.550000000000004
14,4,11.0,3,0,0,0,0,0,18.0,0.0,0.0,0,0,3,0,0.2857142857142857,2.2
9,6,10.0,4,3,1,0,0,0,24.0,24.0,4.0,0,0,8,3,0.6666666666666666,16.750000000000004
12,6,10.0,4,3,0,0,0,0,24.0,24.0,0.0,0,0,7,3,0.5,12.0
7,4,4.0,3,2,0,0,0,0,12.0,8.0,0.0,0,0,5,2,0.5714285714285714,3.78
18,9,5.0,15,6,2,0,0,0,75.0,30.0,8.0,0,0,23,6,0.5,34.5
8,6,4.0,10,2,1,0,0,0,40.0,8.0,4.0,0,0,13,2,0.75,13.110000000000005
8,5,5.0,12,4,2,1,0,0,60.0,20.0,8.0,12,0,19,4,0.625,40.56250000000001
3,3,5.0,5,3,1,1,0,0,25.0,15.0,4.0,12,0,10,3,1.0,28.6875
4,4,4.0,5,3,1,1,0,0,20.0,12.0,4.0,12,0,10,3,1.0,28.44
8,4,5.0,8,4,1,1,0,0,40.0,20.0,4.0,12,0,14,4,0.5,35.3125
7,4,12.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.5714285714285714,4.65
7,1,12.0,8,0,1,1,0,0,48.0,0.0,4.0,12,0,10,0,0.14285714285714285,71.4
6,1,12.0,6,2,0,1,0,0,36.0,16.0,0.0,12,0,9,2,0.16666666666666666,74.7
7,6,12.0,4,2,2,1,0,0,24.0,16.0,8.0,12,0,9,2,0.8571428571428571,100.8
9,3,12.0,4,2,0,1,0,0,24.0,16.0,0.0,12,0,7,2,0.3333333333333333,70.2
21,5,2.0,2,0,0,0,0,0,4.0,0.0,0.0,0,0,2,0,0.23809523809523808,0.42
10,6,9.0,8,4,0,0,0,0,48.0,32.0,0.0,0,0,12,4,0.6,39.993750000000006
5,2,4.0,5,1,1,1,0,0,20.0,4.0,4.0,12,0,8,1,0.4,17.76
31,6,8.0,8,6,1,0,0,0,48.0,48.0,4.0,0,0,15,6,0.1935483870967742,54.3
11,12,12.0,10,5,1,0,0,0,60.0,40.0,4.0,0,0,16,5,1.0909090909090908,93.675
11,9,0.0,6,3,3,0,0,0,0.0,0.0,0.0,0,0,12,3,0.8181818181818182,9.990000000000002
6,2,5.0,3,2,0,0,0,0,15.0,10.0,0.0,0,0,5,2,0.3333333333333333,5.0
4,3,1.0,4,1,1,0,0,0,4.0,1.0,1.0,0,0,6,1,0.75,20.46
14,9,0.0,10,1,1,0,0,0,0.0,0.0,0.0,0,0,12,1,0.6428571428571429,5.13
12,10,0.0,6,2,2,0,0,0,0.0,0.0,0.0,0,0,10,2,0.8333333333333334,18.72
8,8,0.0,8,1,1,0,0,0,0.0,0.0,0.0,0,0,10,1,1.0,8.730000000000002
6,8,12.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,1.3333333333333333,67.65
4,3,20.0,8,2,1,1,0,0,48.0,16.0,4.0,12,0,12,2,0.75,78.5
5,4,6.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,0.8,2.9625
6,4,2.0,8,0,1,0,0,0,16.0,0.0,2.0,0,0,9,0,0.6666666666666666,8.040000000000001
8,4,4.0,5,0,0,0,0,0,20.0,0.0,0.0,0,0,5,0,0.5,0.8400000000000001
12,9,7.0,14,4,1,0,0,0,84.0,28.0,4.0,0,0,19,4,0.75,8.6625
3,2,8.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.6666666666666666,0.8999999999999999
2,3,3.0,4,0,0,0,0,0,12.0,0.0,0.0,0,0,4,0,1.5,1.08
2,8,6.0,7,0,0,0,0,0,42.0,0.0,0.0,0,0,7,0,4.0,0.675
4,5,2.0,1,0,0,0,0,0,2.0,0.0,0.0,0,0,1,0,1.25,0.24
2,7,3.0,5,0,0,0,0,0,15.0,0.0,0.0,0,0,5,0,3.5,0.96
15,8,5.0,11,0,0,1,0,0,55.0,0.0,0.0,12,0,12,0,0.5333333333333333,14.96875
11,10,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,0.9090909090909091,1.02
2,2,2.0,3,0,0,0,0,0,6.0,0.0,0.0,0,0,3,0,1.0,0.54
6,4,2.0,5,0,0,0,0,0,10.0,0.0,0.0,0,0,5,0,0.6666666666666666,1.5
20,6,2.0,10,0,0,0,0,0,20.0,0.0,0.0,0,0,10,0,0.3,2.25
15,3,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,0.2,1.05
8,3,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,0.375,1.2000000000000002
7,4,2.0,6,2,0,0,0,0,12.0,4.0,0.0,0,0,8,2,0.5714285714285714,7.56
4,2,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,0.5,1.35
6,4,2.0,6,0,0,0,0,0,12.0,0.0,0.0,0,0,6,0,0.6666666666666666,1.8600000000000003
3,2,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,0.6666666666666666,1.35
6,4,20.0,5,4,1,1,0,0,30.0,32.0,4.0,12,0,11,4,0.6666666666666666,153.2325
5,4,22.0,5,3,1,0,0,0,30.0,24.0,4.0,0,0,9,3,0.8,114.125
4,3,21.0,4,2,1,0,0,0,24.0,16.0,4.0,0,0,7,2,0.75,90.95625
8,5,1.0,8,0,1,0,0,0,8.0,0.0,1.0,0,0,9,0,0.625,1.1700000000000002
5,3,0.0,4,0,1,0,0,0,0.0,0.0,0.0,0,0,5,0,0.6,3.78
3,3,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,1.0,1.08
7,4,20.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,0.5714285714285714,153.2325
9,6,0.0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,6,0,0.6666666666666666,2.58
6,4,18.0,6,2,0,0,0,0,36.0,16.0,0.0,0,0,8,2,0.6666666666666666,57.712500000000006
3,3,7.0,4,1,1,1,0,0,24.0,7.0,4.0,12,0,7,1,1.0,33.1625
4,2,20.0,5,1,0,0,0,0,30.0,8.0,0.0,0,0,6,1,0.5,26.750000000000004
4,5,8.0,6,1,1,1,0,0,36.0,8.0,4.0,12,0,9,1,1.25,31.8
3,3,2.0,3,0,0,1,0,0,6.0,0.0,0.0,12,0,4,0,1.0,12.06
7,4,2.0,6,0,1,1,0,0,12.0,0.0,2.0,12,0,8,0,0.5714285714285714,14.52
4,3,8.0,4,0,1,1,0,0,24.0,0.0,4.0,12,0,6,0,0.75,31.7
3,5,10.0,28,4,2,1,1,4,168.0,32.0,8.0,12,4,36,5,1.6666666666666667,153.2325
2,2,5.0,11,2,0,1,0,0,55.0,10.0,0.0,12,0,14,2,1.0,24.1875
4,8,3.0,22,4,2,1,0,0,66.0,12.0,6.0,12,0,29,4,2.0,59.46
2,3,10.0,8,0,1,1,1,4,48.0,0.0,4.0,12,4,11,1,1.5,93.75
1,2,10.0,8,2,0,1,0,0,48.0,16.0,0.0,12,0,11,2,2.0,57.62500000000001
2,4,4.0,12,0,1,1,1,4,48.0,0.0,4.0,12,4,15,1,2.0,52.68
3,4,6.0,6,0,1,1,0,0,36.0,0.0,4.0,12,0,8,0,1.3333333333333333,25.8
3,2,2.0,5,2,1,0,0,0,10.0,4.0,2.0,0,0,8,2,0.6666666666666666,13.560000000000002
3,3,1.0,5,2,1,1,0,0,5.0,2.0,1.0,12,0,9,2,1.0,25.44
10,4,12.0,8,2,1,1,0,0,48.0,16.0,4.0,12,0,12,2,0.4,66.30000000000001
6,3,11.0,8,1,1,1,0,0,48.0,8.0,4.0,12,0,11,1,0.5,55.20625
7,5,12.0,12,1,1,1,0,0,72.0,8.0,4.0,12,0,15,1,0.7142857142857143,58.2
4,3,11.0,7,2,1,1,0,0,42.0,16.0,4.0,12,0,11,2,0.75,81.125
2,1,11.0,3,1,1,1,0,0,18.0,8.0,4.0,12,0,6,1,0.5,70.675
4,2,11.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,0.5,75.075
9,6,11.0,2,2,1,1,0,0,12.0,16.0,4.0,12,0,6,2,0.6666666666666666,54.17499999999999
2,4,5.0,5,0,0,0,0,0,25.0,0.0,0.0,0,0,5,0,2.0,2.8125
5,4,0.0,5,2,1,0,0,0,0.0,0.0,0.0,0,0,8,2,0.8,0.24
6,5,24.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,0.8333333333333334,25.95
5,5,24.0,3,0,0,0,0,0,18.0,0.0,0.0,0,0,3,0,1.0,12.6
7,5,5.0,4,0,0,0,0,0,20.0,0.0,0.0,0,0,4,0,0.7142857142857143,1.5625
7,6,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.8571428571428571,0.0
5,5,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,1.0,0.0
6,6,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,1.0,0.96
6,8,3.0,2,0,0,0,0,0,6.0,0.0,0.0,0,0,2,0,1.3333333333333333,0.9
6,6,0.0,5,0,1,0,0,0,0.0,0.0,0.0,0,0,6,0,1.0,3.870000000000001
9,7,5.0,14,4,1,0,0,0,70.0,20.0,4.0,0,0,19,4,0.7777777777777778,19.031250000000004
8,6,5.0,8,4,1,0,0,0,40.0,20.0,4.0,0,0,13,4,0.75,14.718750000000002
10,9,3.0,6,0,0,0,0,0,18.0,0.0,0.0,0,0,6,0,0.9,2.16
7,2,0.0,5,2,1,0,0,0,0.0,0.0,0.0,0,0,8,2,0.2857142857142857,3.6
18,20,0.0,26,3,3,1,0,0,0.0,0.0,0.0,12,0,33,3,1.1111111111111112,14.4
8,4,0.0,8,4,1,0,0,0,0.0,0.0,0.0,0,0,13,4,0.5,0.0
4,8,4.0,10,1,1,1,0,0,40.0,4.0,4.0,12,0,13,1,2.0,17.31
7,8,3.0,6,1,0,1,0,0,18.0,3.0,0.0,12,0,8,1,1.1428571428571428,17.31
7,5,2.0,3,0,1,0,0,0,6.0,0.0,2.0,0,0,4,0,0.7142857142857143,3.810000000000001
6,8,3.0,7,2,1,1,0,0,21.0,6.0,3.0,12,0,11,2,1.3333333333333333,18.36
4,4,3.0,2,1,0,0,0,0,6.0,3.0,0.0,0,0,3,1,1.0,2.64
11,8,5.0,9,1,1,1,0,0,45.0,5.0,4.0,12,0,12,1,0.7272727272727273,23.09375
4,2,8.0,5,1,1,1,0,0,30.0,8.0,4.0,12,0,8,1,0.5,32.7
6,7,2.0,4,0,0,0,0,0,8.0,0.0,0.0,0,0,4,0,1.1666666666666667,1.29
5,1,2.0,5,0,1,1,0,0,10.0,0.0,2.0,12,0,7,0,0.2,20.76
4,1,12.0,2,0,0,0,0,0,12.0,0.0,0.0,0,0,2,0,0.25,4.05
11,5,3.0,10,0,1,0,0,0,30.0,0.0,3.0,0,0,11,0,0.45454545454545453,13.86
8,8,2.0,15,0,2,0,0,0,30.0,0.0,4.0,0,0,17,0,1.0,15.9
4,3,3.0,5,1,2,0,0,0,15.0,3.0,6.0,0,0,8,1,0.75,18.12
2,2,3.0,3,1,1,0,0,0,9.0,3.0,3.0,0,0,5,1,1.0,11.340000000000002
14,10,3.0,7,0,1,1,0,0,21.0,0.0,3.0,12,0,9,0,0.7142857142857143,19.05
11,7,3.0,10,2,3,0,0,0,30.0,6.0,9.0,0,0,15,2,0.6363636363636364,16.26
2,2,11.0,6,2,1,0,0,0,36.0,16.0,4.0,0,0,9,2,1.0,34.2375
2,2,3.0,6,2,1,0,0,0,18.0,6.0,3.0,0,0,9,2,1.0,5.220000000000001
2,7,9.0,10,1,0,0,0,0,60.0,8.0,0.0,0,0,11,1,3.5,13.1625
2,5,20.0,5,1,1,0,0,0,30.0,8.0,4.0,0,0,7,1,2.5,32.00000000000001
4,1,5.0,4,0,0,0,0,0,20.0,0.0,0.0,0,0,4,0,0.25,0.8125
3,2,5.0,6,1,1,1,0,0,30.0,5.0,4.0,12,0,9,1,0.6666666666666666,16.875
3,3,8.0,5,1,1,0,0,0,30.0,8.0,4.0,0,0,7,1,1.0,2.7
2,3,5.0,4,1,1,0,0,0,20.0,5.0,4.0,0,0,6,1,1.5,2.5625000000000004
5,4,7.0,6,4,1,1,0,0,36.0,28.0,4.0,12,0,12,4,0.8,27.0375
7,5,14.0,7,3,2,1,0,0,42.0,24.0,8.0,12,0,13,3,0.7142857142857143,131.8625
6,4,8.0,6,1,1,1,0,0,36.0,8.0,4.0,12,0,9,1,0.6666666666666666,26.05
4,4,4.0,5,3,1,1,0,0,20.0,12.0,4.0,12,0,10,3,1.0,20.700000000000003
8,3,14.0,5,3,1,0,0,0,30.0,24.0,4.0,0,0,9,3,0.375,58.62500000000001
8,3,8.0,4,3,1,1,0,0,24.0,24.0,4.0,12,0,9,3,0.375,51.2
4,4,8.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,1.0,42.39999999999999
13,6,1.0,3,0,0,0,0,0,3.0,0.0,0.0,0,0,3,0,0.46153846153846156,0.8400000000000001
9,5,1.0,1,0,0,0,0,0,1.0,0.0,0.0,0,0,1,0,0.5555555555555556,0.12
12,8,1.0,8,5,2,0,0,0,8.0,5.0,2.0,0,0,15,5,0.6666666666666666,32.760000000000005
12,8,1.0,5,0,0,0,0,0,5.0,0.0,0.0,0,0,5,0,0.6666666666666666,1.8
11,11,1.0,19,5,4,1,0,0,19.0,5.0,4.0,12,0,29,5,1.0,47.22
11,8,4.0,5,0,0,0,0,0,20.0,0.0,0.0,0,0,5,0,0.7272727272727273,2.25
9,8,1.0,5,0,1,0,0,0,5.0,0.0,1.0,0,0,6,0,0.8888888888888888,4.800000000000001
