hhid,zone,state,lga,urca_cat,adult_count,members_under_18,members_18_30,members_31_55,members_over_55,number_of_rooms,solar_supply_hours,generator_supply_hours,generator_count,generator_monthly_cost,minigrid_supply_hours,minigrid_monthly_bill,national_grid_supply_hours,national_grid_monthly_bill,air_cooler_count,fridge_count,washing_machine_count,ac_count,electric_cooker_count,thermal_appliance_count,household_size,daily_supply_hours,estimated_service_band,fan_count,laptop_computer_count,light_bulb_count,mobile_phone_charger_count,radio_count,television_count,fan_usage_hours,laptop_computer_usage_hours,light_bulb_usage_hours,mobile_phone_charger_usage_hours,radio_usage_hours,television_usage_hours,light_bulb_monthly_kwh,fan_monthly_kwh,television_monthly_kwh,mobile_phone_charger_monthly_kwh,laptop_computer_monthly_kwh,radio_monthly_kwh,fridge_monthly_kwh,ac_monthly_kwh,washing_machine_monthly_kwh,electric_cooker_monthly_kwh,thermal_appliance_monthly_kwh,air_cooler_monthly_kwh,estimated_monthly_kwh,supply_factor,estimated_monthly_kwh_adjusted,consumption_category,log_estimated_monthly_kwh,estimated_monthly_kwh_raw,outlier_flag
a371009f-975d-42ca-9a42-bbdd42c16288,North Central,Nassarawa,nasarawa,<1hr to int. city,10,10,7,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1500.0,0,0,0,0,0,0,20,20.0,Band A,0,0,5,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.8333333333333334,6.25,Moderate Consumption,1.9810014688665833,6.25,0
7f77fa83-31d2-4669-9b21-992797da376d,North Central,Nassarawa,lafia,<1hr to int. city,6,4,4,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4000.0,0,1,0,0,0,0,10,20.0,Band A,2,0,6,4,0,3,6.0,0.0,6.0,6.0,0.0,3.0,10.8,21.6,27.0,3.6,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,97.5,0.8333333333333334,97.5,Very High Consumption,4.590056548178043,97.5,0
1f61f63d-ffc6-4f13-9bb6-1cf69e26f91d,North Central,Nassarawa,lafia,<1hr to int. city,24,12,16,7,1,12,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6000.0,0,1,0,0,0,0,36,7.0,Band E,7,0,15,10,0,5,12.0,0.0,12.0,3.0,0.0,4.0,54.0,151.2,60.0,4.5,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,94.41250000000001,0.2916666666666667,94.41250000000001,Very High Consumption,4.558209597124589,94.41250000000001,0
86eb056a-242c-421c-912f-8ce39113388a,North West,Kano,ungogo,<1hr to large city,2,1,2,0,0,5,0.0,1.0,1.0,10000.0,0.0,0.0,1.0,99.0,0,0,0,0,0,0,3,1.0,Below Band E / Low Supply,4,0,6,2,0,1,2.0,0.0,2.0,2.0,0.0,1.0,3.6,14.4,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,0.2,4.32,Low Consumption,1.6714733033535532,4.32,0
a8419477-d7c8-4b4b-921c-c51f27a9dff2,North West,Kano,ungogo,<1hr to large city,3,0,1,1,1,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,0,1,0,0,0,1,3,1.0,Below Band E / Low Supply,8,0,10,3,2,2,3.0,0.0,3.0,3.0,10.0,3.0,9.0,43.2,18.0,1.35,0.0,6.0,54.0,0.0,0.0,0.0,18.0,0.0,29.910000000000004,0.2,29.910000000000004,High Consumption,3.431079756144025,29.910000000000004,0
25db00bb-7b5b-4d53-8d17-430d06156a31,North West,Kano,ungogo,<1hr to large city,2,2,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1000.0,0,0,0,0,0,1,4,1.0,Below Band E / Low Supply,2,0,7,1,0,1,12.0,0.0,12.0,3.0,0.0,3.0,25.2,43.2,9.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,19.17,0.2,19.17,High Consumption,3.0041963519661206,19.17,0
f1c6c320-72bf-432a-a9f3-56f55288d13a,North West,Kano,ungogo,<1hr to large city,2,2,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1000.0,0,0,0,0,0,0,4,12.0,Band C,0,0,8,2,0,0,0.0,0.0,12.0,4.0,0.0,0.0,28.8,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.5,15.0,Moderate Consumption,2.772588722239781,15.0,0
eec0948a-8891-48e4-88f0-6978b536aad7,North West,Kano,ungogo,<1hr to large city,2,3,1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1000.0,0,0,0,0,0,0,5,5.0,Band E,2,0,4,2,0,0,5.0,0.0,5.0,3.0,0.0,0.0,6.0,18.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1875,0.20833333333333334,5.1875,Moderate Consumption,1.8225311278948086,5.1875,0
df8b8c12-1364-4060-98a8-3abbb1682ad7,South South,Delta,udu,<1hr to large city,4,0,2,2,0,4,0.0,8.0,1.0,15000.0,0.0,0.0,4.0,7000.0,0,1,0,0,0,1,4,8.0,Band D,3,0,10,3,0,2,6.0,0.0,8.0,4.0,0.0,9.0,24.0,32.4,54.0,1.8,0.0,0.0,54.0,0.0,0.0,0.0,18.0,0.0,61.39999999999999,0.3333333333333333,61.39999999999999,Very High Consumption,4.133565275375382,61.39999999999999,0
17bc0ede-8d1a-425d-9aea-e7e68bfe66b4,South South,Delta,udu,<1hr to large city,2,0,1,1,0,3,0.0,4.0,1.0,7000.0,0.0,0.0,6.0,5000.0,0,1,0,0,0,1,2,6.0,Band E,3,0,6,2,0,1,7.0,0.0,9.0,3.0,0.0,9.0,16.2,37.8,27.0,0.9,0.0,0.0,54.0,0.0,0.0,0.0,18.0,0.0,38.475,0.25,38.475,High Consumption,3.6756675601417057,38.475,0
b04149c7-76d0-4a7c-933f-9dfd82d99597,South South,Delta,udu,<1hr to large city,3,0,2,1,0,2,0.0,8.0,1.0,15000.0,0.0,0.0,6.0,6000.0,0,1,0,0,0,1,3,8.0,Band D,2,1,6,2,0,2,4.0,3.0,8.0,3.0,0.0,8.0,14.4,14.4,48.0,0.9,5.4,0.0,54.0,0.0,0.0,0.0,18.0,0.0,51.7,0.3333333333333333,51.7,Very High Consumption,3.9646154555473165,51.7,0
e185d9ff-3982-41ee-95d9-75dd035d8901,South South,Delta,udu,<1hr to large city,6,0,2,2,2,3,0.0,10.0,1.0,15000.0,0.0,0.0,3.0,6000.0,0,1,1,0,0,1,6,10.0,Band D,3,2,10,3,0,3,10.0,4.0,10.0,4.0,0.0,10.0,30.0,54.0,90.0,1.8,14.4,0.0,54.0,0.0,7.5,0.0,18.0,0.0,112.37500000000003,0.4166666666666667,112.37500000000003,Very High Consumption,4.730700908435301,112.37500000000003,0
42ca842f-af9b-4391-8d62-362b6847f16b,South South,Delta,udu,<1hr to large city,4,0,2,2,0,2,0.0,7.0,1.0,15000.0,0.0,0.0,3.0,6000.0,0,1,0,0,0,1,4,7.0,Band E,2,0,7,2,0,1,7.0,0.0,7.0,3.0,0.0,7.0,14.7,25.2,21.0,0.9,0.0,0.0,54.0,0.0,0.0,0.0,18.0,0.0,39.025000000000006,0.2916666666666667,39.025000000000006,High Consumption,3.6895042588827787,39.025000000000006,0
cebf584e-6040-4a55-92c1-15f4ec96aa4b,South South,Delta,udu,<1hr to large city,5,0,1,4,0,3,0.0,5.0,1.0,8000.0,0.0,0.0,6.0,5000.0,0,1,0,0,0,0,5,6.0,Band E,3,0,8,3,0,1,5.0,0.0,5.0,4.0,0.0,5.0,12.0,27.0,15.0,1.8,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,27.45,0.25,27.45,High Consumption,3.34814816057234,27.45,0
a288ff8e-2ec1-47b8-856d-f5ea510cab64,South South,Delta,udu,<1hr to large city,3,0,0,3,0,1,0.0,10.0,1.0,18000.0,0.0,0.0,24.0,5500.0,0,1,0,0,0,0,3,24.0,Band A,2,0,5,2,0,1,10.0,0.0,10.0,4.0,0.0,10.0,15.0,36.0,30.0,1.2,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,136.2,1.0,136.2,Very High Consumption,4.921439715291784,136.2,0
b741709c-3065-415a-b7e3-990620ed8d21,South South,Delta,udu,<1hr to large city,2,0,0,2,0,1,0.0,7.0,1.0,10000.0,0.0,0.0,5.0,4000.0,0,1,0,0,0,0,2,7.0,Band E,1,0,5,1,0,1,7.0,0.0,7.0,3.0,0.0,7.0,10.5,12.6,21.0,0.45,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,28.743750000000006,0.2916666666666667,28.743750000000006,High Consumption,3.3926190258872837,28.743750000000006,0
002552a4-59d7-4244-bc7f-f749e056d442,North Central,Kogi,adavi,<1hr to int. city,5,3,2,3,0,5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5000.0,0,0,0,0,0,0,8,15.0,Band C,1,0,5,0,0,0,6.0,0.0,6.0,0.0,0.0,0.0,9.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.375,0.625,12.375,Moderate Consumption,2.59338729278207,12.375,0
ac19a811-f4f3-4693-8356-51977ef884d5,North Central,Kogi,adavi,<1hr to int. city,6,4,4,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5000.0,0,0,0,0,0,0,10,15.0,Band C,1,0,5,0,0,0,5.0,0.0,5.0,0.0,0.0,0.0,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3125,0.625,10.3125,Moderate Consumption,2.4259083090260445,10.3125,0
e3fd2e2c-ef65-4a57-83fd-9bace916dc3d,North Central,Kogi,adavi,<1hr to int. city,5,2,3,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5800.0,0,0,0,0,0,0,7,8.0,Band D,0,0,5,1,0,0,0.0,0.0,5.0,5.0,0.0,0.0,7.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.3333333333333333,2.75,Low Consumption,1.3217558399823195,2.75,0
7ba10778-ff1c-4577-a389-ed713d5faec6,North Central,Kogi,adavi,<1hr to int. city,5,2,3,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5000.0,0,0,0,0,0,0,7,5.0,Band E,1,0,5,0,0,1,5.0,0.0,5.0,0.0,0.0,5.0,7.5,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5625,0.20833333333333334,6.5625,Moderate Consumption,2.0232018233569597,6.5625,0
972b2282-cea8-420b-b8bb-082a46c09f2d,North Central,Nassarawa,lafia,<1hr to int. city,3,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5000.0,0,0,0,0,0,0,3,20.0,Band A,1,1,3,2,0,0,8.0,10.0,7.0,7.0,0.0,0.0,6.3,14.4,0.0,2.1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.8333333333333334,34.0,High Consumption,3.5553480614894135,34.0,0
35e3cafc-a5cc-417b-825d-3c16ac5b39cc,North Central,Nassarawa,lafia,<1hr to int. city,4,4,1,1,2,4,0.0,3.0,1.0,7000.0,0.0,0.0,16.0,4000.0,0,1,0,0,0,1,8,16.0,Band B,3,0,8,4,0,1,7.0,0.0,6.0,6.0,0.0,6.0,14.4,37.8,18.0,3.6,0.0,0.0,54.0,0.0,0.0,0.0,18.0,0.0,97.19999999999999,0.6666666666666666,97.19999999999999,Very High Consumption,4.58700621536042,97.19999999999999,0
ffec9f5d-a261-42e1-99f8-c70353fe1418,North Central,Nassarawa,lafia,<1hr to int. city,1,0,1,0,0,1,0.0,5.0,1.0,7000.0,0.0,0.0,7.0,1500.0,0,0,0,0,0,0,1,7.0,Band E,1,0,2,1,0,0,5.0,0.0,5.0,5.0,0.0,0.0,3.0,9.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7187500000000004,0.2916666666666667,3.7187500000000004,Low Consumption,1.5515439340151977,3.7187500000000004,0
625dcf1d-6d5b-43c5-87f0-80f91f078b2c,North Central,Nassarawa,lafia,<1hr to int. city,2,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1200.0,0,0,0,0,0,0,2,8.0,Band D,1,0,2,2,0,0,6.0,0.0,5.0,5.0,0.0,0.0,3.0,10.8,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.3333333333333333,5.1,Moderate Consumption,1.8082887711792655,5.1,0
cfca293f-600e-4bfd-952b-ad40338d44c4,North Central,Nassarawa,lafia,<1hr to int. city,2,2,2,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2000.0,0,1,0,0,1,1,4,10.0,Band D,1,0,4,2,0,1,7.0,0.0,7.0,6.0,0.0,7.0,8.4,12.6,21.0,1.8,0.0,0.0,54.0,0.0,0.0,45.0,18.0,0.0,67.00000000000001,0.4166666666666667,67.00000000000001,Very High Consumption,4.219507705176107,67.00000000000001,0
4c59be19-03d9-45ff-bef0-8d876de498b1,North Central,Nassarawa,lafia,<1hr to int. city,4,1,3,1,0,4,0.0,4.0,1.0,12000.0,0.0,0.0,10.0,5000.0,0,1,0,0,0,1,5,10.0,Band D,3,0,6,4,0,1,7.0,0.0,7.0,6.0,0.0,7.0,12.6,37.8,21.0,3.6,0.0,0.0,54.0,0.0,0.0,0.0,18.0,0.0,61.25,0.4166666666666667,61.25,Very High Consumption,4.131158535344817,61.25,0
421ef7dc-5f0f-45df-baf8-c1a72e13dedd,North Central,Nassarawa,lafia,<1hr to int. city,3,0,3,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1500.0,0,0,0,0,0,0,3,12.0,Band C,1,0,4,2,0,0,8.0,0.0,6.0,3.0,0.0,0.0,7.2,14.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.5,11.25,Moderate Consumption,2.505525936990736,11.25,0
e4561058-8efe-462d-954f-c0082ad26ec5,North Central,Nassarawa,lafia,<1hr to int. city,1,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2000.0,0,0,0,0,0,0,2,12.0,Band C,1,0,2,1,0,0,7.0,0.0,8.0,4.0,0.0,0.0,4.8,12.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5,9.0,Moderate Consumption,2.302585092994046,9.0,0
1c322ff3-fc35-4ec9-b94d-3e2d59284dcf,North West,Zamfara,bungudu,<1hr to small city/town+,8,7,4,2,2,8,0.0,5.0,1.0,4500.0,0.0,0.0,4.0,2500.0,0,0,0,0,0,0,15,5.0,Band E,3,0,5,2,2,0,5.0,0.0,6.0,3.0,4.0,0.0,9.0,27.0,0.0,0.9,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,8.1875,0.20833333333333334,8.1875,Moderate Consumption,2.217843864538955,8.1875,0
9b8693bc-3424-4ee1-969c-a15e05c79af7,North West,Zamfara,bungudu,<1hr to small city/town+,15,10,9,4,2,15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3000.0,0,0,0,0,0,0,25,4.0,Band E,10,0,10,3,1,2,4.0,0.0,5.0,4.0,4.0,3.0,15.0,72.0,18.0,1.8,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.2,21.6,High Consumption,3.1179499062782403,21.6,0
d19edef7-883d-4166-bb1e-c243a06a8056,North West,Zamfara,bungudu,<1hr to small city/town+,4,5,2,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1500.0,0,0,0,0,0,0,9,4.0,Band E,2,0,4,0,1,0,4.0,0.0,4.0,0.0,4.0,0.0,4.8,14.4,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.2,4.08,Low Consumption,1.6253112615903906,4.08,0
ee79ffa9-a654-4d5b-bd95-f1f822e7344b,North West,Zamfara,bungudu,<1hr to small city/town+,3,4,2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2000.0,0,0,0,0,0,0,7,4.0,Band E,2,0,3,0,1,0,5.0,0.0,4.0,0.0,3.0,0.0,3.6,18.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,4.5,Low Consumption,1.7047480922384253,4.5,0
f4f317ee-7a12-447b-b202-48205d513a82,North West,Zamfara,bungudu,<1hr to small city/town+,3,6,2,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2000.0,0,0,0,0,0,0,9,4.0,Band E,0,0,4,1,0,0,0.0,0.0,4.0,5.0,0.0,0.0,4.8,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.2,1.11,Low Consumption,0.7466879474879752,1.11,0
f084c543-7cf1-4012-b3b3-fc94822e5216,North West,Zamfara,bungudu,<1hr to small city/town+,2,4,1,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1500.0,0,0,0,0,0,0,6,15.0,Band C,2,0,4,2,1,0,5.0,0.0,4.0,3.0,4.0,0.0,4.8,18.0,0.0,0.9,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,15.5625,0.625,15.5625,Moderate Consumption,2.807141103746441,15.5625,0
14d34f64-253b-46c5-8e6e-001a336484ce,North West,Zamfara,bungudu,<1hr to small city/town+,2,5,1,1,0,4,0.0,5.0,1.0,3500.0,0.0,0.0,10.0,1500.0,0,0,0,0,0,0,7,10.0,Band D,2,0,4,0,1,1,4.0,0.0,4.0,0.0,3.0,4.0,4.8,14.4,12.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,13.375000000000002,0.4166666666666667,13.375000000000002,Moderate Consumption,2.6654905866834144,13.375000000000002,0
4f04e8f0-ad01-47ef-b0bd-d16a00d8985b,North West,Zamfara,bungudu,<1hr to small city/town+,5,5,4,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2000.0,0,0,0,0,0,0,10,3.0,Below Band E / Low Supply,0,0,4,1,0,0,0.0,0.0,8.0,4.0,0.0,0.0,9.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.2,2.04,Low Consumption,1.1118575154181303,2.04,0
b2bd6a82-1934-4a90-8573-ffcae08b1287,North West,Zamfara,bungudu,<1hr to small city/town+,2,0,1,1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1500.0,0,0,0,0,0,0,2,4.0,Band E,0,0,15,0,2,0,0.0,0.0,10.0,0.0,6.0,0.0,45.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,9.72,0.2,9.72,Moderate Consumption,2.372111155642656,9.72,0
547c737d-d13e-4a37-991a-fd72a88110bf,North West,Zamfara,bungudu,<1hr to small city/town+,1,3,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1500.0,0,0,0,0,0,0,4,9.0,Band D,0,0,3,1,1,0,0.0,0.0,7.0,3.0,7.0,0.0,6.3,0.0,0.0,0.45,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,3.3187499999999996,0.375,3.3187499999999996,Low Consumption,1.462966008533843,3.3187499999999996,0
0b04f6ec-6693-49fa-9da5-646e78ce9b15,North West,Zamfara,bungudu,<1hr to small city/town+,3,3,2,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3000.0,0,0,0,0,0,0,6,9.0,Band D,2,0,5,3,0,0,7.0,0.0,12.0,2.0,0.0,0.0,18.0,25.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5375,0.375,16.5375,Moderate Consumption,2.8643414454285794,16.5375,0
ce5fb3a5-8ef2-446d-85d0-e81ee2b8e692,North West,Zamfara,bungudu,<1hr to small city/town+,3,8,1,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1500.0,0,0,0,0,0,0,11,10.0,Band D,0,0,4,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5000000000000004,0.4166666666666667,3.5000000000000004,Low Consumption,1.5040773967762742,3.5000000000000004,0
691004d1-453e-4576-83fe-1329633d5b2c,North West,Zamfara,bungudu,<1hr to small city/town+,4,3,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1500.0,0,0,0,0,0,0,7,5.0,Band E,0,0,4,0,1,0,0.0,0.0,5.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,0.20833333333333334,1.875,Low Consumption,1.0560526742493137,1.875,0
c1e04b36-f145-4502-9743-e80be48cfbad,North West,Zamfara,bungudu,<1hr to small city/town+,5,2,2,2,1,7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2000.0,0,1,0,0,0,0,7,4.0,Band E,0,0,4,1,1,0,0.0,0.0,7.0,4.0,7.0,0.0,8.4,0.0,0.0,0.6,0.0,2.1,54.0,0.0,0.0,0.0,0.0,0.0,13.02,0.2,13.02,Moderate Consumption,2.640484881606444,13.02,0
f22b9368-7842-4cbf-882e-66020a143ebe,North West,Zamfara,bungudu,<1hr to small city/town+,2,4,0,2,0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1500.0,0,0,0,0,0,0,6,5.0,Band E,0,0,3,2,0,0,0.0,0.0,7.0,3.0,0.0,0.0,6.3,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.20833333333333334,1.5,Low Consumption,0.9162907318741551,1.5,0
e2a83908-b422-42e8-b306-0066d318941b,North West,Kano,ungogo,Town,2,4,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,800.0,0,0,0,0,0,0,6,6.0,Band E,0,0,3,1,0,0,0.0,0.0,6.0,3.0,0.0,0.0,5.4,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4625000000000001,0.25,1.4625000000000001,Low Consumption,0.901177094064107,1.4625000000000001,0
4564594a-4823-4cf0-8861-b565ae7ee9ce,North West,Kano,ungogo,Town,7,6,5,2,0,8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,500.0,0,0,0,0,0,0,13,9.0,Band D,2,0,10,4,0,0,5.0,0.0,8.0,5.0,0.0,0.0,24.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.875,0.375,16.875,Moderate Consumption,2.883403088580071,16.875,0
b5e50748-ffc0-4a3d-9c0a-9b51de69b42b,North West,Kano,ungogo,Town,11,23,6,5,0,9,0.0,0.0,0.0,0.0,6.0,1000.0,6.0,1000.0,0,0,0,0,0,0,34,6.0,Band E,0,0,3,2,0,0,0.0,0.0,5.0,7.0,0.0,0.0,4.5,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.25,1.65,Low Consumption,0.9745596399981308,1.65,0
7bd4f9c9-da26-465d-b985-b720c375fda5,North West,Kano,ungogo,Town,2,0,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2200.0,0,0,0,0,0,0,2,9.0,Band D,0,0,6,1,0,0,0.0,0.0,10.0,7.0,0.0,0.0,18.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.143750000000001,0.375,7.143750000000001,Moderate Consumption,2.097250761891018,7.143750000000001,0
7a5c765e-ab41-40b0-b86f-6a9410fad606,North West,Kano,ungogo,Town,4,8,2,2,0,7,0.0,2.0,1.0,17000.0,0.0,0.0,9.0,2300.0,0,0,0,0,0,0,12,9.0,Band D,4,0,5,3,0,1,11.0,0.0,8.0,6.0,0.0,5.0,12.0,79.2,15.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.837500000000006,0.375,40.837500000000006,High Consumption,3.7337930665374452,40.837500000000006,0
b9f40d87-3c4d-49d7-957c-2b563c14563a,South South,Rivers,obio/akpor,<1hr to large city,2,0,2,0,0,1,0.0,2.0,1.0,2000.0,0.0,0.0,1.0,2000.0,0,0,0,0,0,0,2,2.0,Below Band E / Low Supply,1,1,3,2,0,0,3.0,3.0,2.0,3.0,0.0,0.0,1.8,5.4,0.0,0.9,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.2,2.7,Low Consumption,1.308332819650179,2.7,0
e47a80f2-2ed2-4054-bb7e-6717d56e9912,South South,Rivers,obio/akpor,<1hr to large city,2,2,0,2,0,3,0.0,8.0,2.0,12000.0,0.0,0.0,11.0,1500.0,0,1,0,1,0,1,4,11.0,Band D,3,1,8,2,0,2,4.0,5.0,7.0,5.0,0.0,5.0,16.8,21.6,30.0,1.5,9.0,0.0,54.0,120.0,0.0,0.0,18.0,0.0,124.16249999999998,0.4583333333333333,124.16249999999998,Very High Consumption,4.829612893033921,124.16249999999998,0
0c01c630-183b-41cf-a660-d3031ccab9db,South South,Rivers,obio/akpor,<1hr to large city,2,1,0,2,0,3,0.0,4.0,1.0,20000.0,0.0,0.0,1.0,1000.0,0,1,1,0,0,1,3,4.0,Band E,2,1,3,3,0,2,3.0,3.0,3.0,3.0,0.0,4.0,2.7,10.8,24.0,1.35,5.4,0.0,54.0,0.0,7.5,0.0,18.0,0.0,24.75,0.2,24.75,High Consumption,3.248434627109745,24.75,0
9c48d5de-2313-4127-b1ca-48f561ae34ba,South South,Rivers,obio/akpor,<1hr to large city,1,0,1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,0,1,4.0,Band E,1,0,2,1,0,0,6.0,0.0,5.0,4.0,0.0,0.0,3.0,10.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8800000000000003,0.2,2.8800000000000003,Low Consumption,1.3558351536351823,2.8800000000000003,0
338b612a-4a82-4bf0-ba40-59bcb8e04257,South South,Rivers,obio/akpor,<1hr to large city,1,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1500.0,0,0,0,0,0,1,1,4.0,Band E,1,1,1,2,0,0,3.0,3.0,2.0,3.0,0.0,0.0,0.6,5.4,0.0,0.9,5.4,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0600000000000005,0.2,6.0600000000000005,Moderate Consumption,1.9544450515051508,6.0600000000000005,0
94646cec-8b5e-48db-8691-4edc4ae5bab4,South South,Rivers,obio/akpor,<1hr to large city,1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,0,1,4.0,Band E,1,0,3,2,0,0,3.0,0.0,3.0,3.0,0.0,0.0,2.7,5.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000005,0.2,1.8000000000000005,Low Consumption,1.0296194171811586,1.8000000000000005,0
5f850f3d-e2af-4099-89a5-cb9f50f30de0,South South,Rivers,obio/akpor,<1hr to large city,1,0,1,0,0,20,0.0,8.0,1.0,5500.0,0.0,0.0,4.0,1500.0,0,1,0,0,0,1,1,8.0,Band D,1,1,2,1,0,1,6.0,3.0,6.0,2.0,0.0,6.0,3.6,10.8,18.0,0.3,5.4,0.0,54.0,0.0,0.0,0.0,18.0,0.0,36.699999999999996,0.3333333333333333,36.699999999999996,High Consumption,3.629660094453965,36.699999999999996,0
