hhid,zone,state,lga,urca_cat,adult_count,members_under_18,members_18_30,members_31_55,members_over_55,number_of_rooms,solar_supply_hours,generator_supply_hours,generator_count,generator_monthly_cost,minigrid_supply_hours,minigrid_monthly_bill,national_grid_supply_hours,national_grid_monthly_bill,air_cooler_count,fridge_count,washing_machine_count,ac_count,electric_cooker_count,thermal_appliance_count,household_size,daily_supply_hours,estimated_service_band,fan_count,laptop_computer_count,light_bulb_count,mobile_phone_charger_count,radio_count,television_count,fan_usage_hours,laptop_computer_usage_hours,light_bulb_usage_hours,mobile_phone_charger_usage_hours,radio_usage_hours,television_usage_hours
21668eee-5b5b-4985-96ea-9463fd1cdb9d,South South,Rivers,obio/akpor,<1hr to large city,3,1,1,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1500.0,0,1,0,0,0,1,4,12.0,Band C,2,0,4,4,1,1,12.0,0.0,8.0,4.0,6.0,8.0
5106edd2-3a2e-4f30-a177-baf94dcf08ff,South South,Rivers,obio/akpor,<1hr to large city,1,0,0,1,0,3,0.0,5.0,1.0,15000.0,0.0,0.0,9.0,3000.0,0,0,0,0,0,1,1,9.0,Band D,1,0,5,2,1,1,6.0,0.0,5.0,3.0,5.0,4.0
ff27b6a7-d061-4f7b-91dd-722d1ab45384,South South,Rivers,obio/akpor,<1hr to large city,3,2,1,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2500.0,0,0,0,0,0,1,5,11.0,Band D,2,0,6,3,0,0,6.0,0.0,8.0,3.0,0.0,0.0
799aa526-b18e-4434-a384-33fcf0131edb,South South,Rivers,obio/akpor,<1hr to large city,2,2,0,1,1,9,0.0,9.0,1.0,20000.0,0.0,0.0,7.0,2500.0,0,1,0,0,0,1,4,9.0,Band D,2,0,7,2,0,1,7.0,0.0,10.0,3.0,0.0,3.0
ff462ab1-6f5a-49af-a62b-befe719856dd,South South,Rivers,obio/akpor,<1hr to large city,1,0,1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1500.0,0,0,0,0,0,0,1,8.0,Band D,1,0,3,1,0,0,1.0,0.0,2.0,1.0,0.0,0.0
2bf42112-993b-475a-bc71-d4f90b24fe1c,North West,Kaduna,sabon_gari,Town,2,0,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2000.0,0,0,0,0,0,0,2,5.0,Band E,0,0,6,2,1,0,0.0,0.0,7.0,4.0,3.0,0.0
344d90fa-9cbd-4d18-85d1-77aa70c785d6,North West,Kaduna,sabon_gari,Town,5,8,1,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4000.0,0,0,0,0,0,0,13,5.0,Band E,0,1,12,3,2,0,0.0,3.0,9.0,4.0,6.0,0.0
bcb8ea42-62f8-4e48-894e-10e1c3dea150,North West,Kaduna,sabon_gari,Town,3,6,1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4000.0,0,0,0,0,0,0,9,11.0,Band D,3,0,2,3,1,3,13.0,0.0,10.0,3.0,4.0,9.0
08023e55-0b3c-4596-9000-7de2b858455b,North West,Kaduna,sabon_gari,Town,5,1,3,0,2,4,0.0,4.0,1.0,2000.0,0.0,0.0,5.0,3000.0,0,1,0,0,1,1,6,5.0,Band E,6,1,14,6,0,2,12.0,5.0,17.0,5.0,0.0,12.0
44e21506-13eb-46ab-8f1f-e45cde623c66,North West,Kaduna,sabon_gari,Town,2,0,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1500.0,0,0,0,0,1,0,2,9.0,Band D,1,0,4,0,0,1,13.0,0.0,13.0,0.0,0.0,5.0
a90adfad-5e1b-44b0-924b-06280c056652,North West,Kaduna,sabon_gari,Town,5,5,2,3,0,9,0.0,6.0,2.0,5000.0,0.0,0.0,6.0,5000.0,1,1,0,1,1,0,10,6.0,Band E,6,2,12,6,2,3,7.0,3.0,8.0,5.0,5.0,6.0
dc91e59b-99e6-4c20-b403-2d528d8bec52,North West,Kaduna,igabi,<1hr to large city,7,5,3,4,0,5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1000.0,0,0,0,0,0,0,12,6.0,Band E,0,0,4,3,0,0,0.0,0.0,6.0,4.0,0.0,0.0
73f88d21-b71c-4aff-a6f7-e5fb565757da,North West,Kaduna,igabi,<1hr to large city,4,6,2,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1500.0,0,0,0,0,0,0,10,3.0,Below Band E / Low Supply,4,0,8,1,0,0,6.0,0.0,6.0,3.0,0.0,0.0
fad17b17-cfe5-436d-8e93-69e4195f315d,North West,Kaduna,igabi,<1hr to large city,5,10,2,2,1,11,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1500.0,0,0,0,0,0,0,15,6.0,Band E,0,0,5,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0
3871f7a6-1e97-4f19-8137-fd85d3466434,North West,Kaduna,igabi,<1hr to large city,3,6,1,1,1,5,0.0,3.0,1.0,3000.0,0.0,0.0,4.0,1500.0,0,0,0,0,0,1,9,4.0,Band E,3,1,13,8,2,2,6.0,3.0,6.0,3.0,3.0,4.0
70fb8e4c-e254-4cee-900d-869115657134,North West,Kaduna,igabi,<1hr to large city,3,8,0,3,0,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,0,11,4.0,Band E,2,0,3,2,0,0,2.0,0.0,8.0,6.0,0.0,0.0
42c74f76-3ec9-4311-b8c7-3629531bb523,South South,Rivers,obio/akpor,<1hr to large city,6,0,3,2,1,4,0.0,13.0,1.0,12000.0,0.0,0.0,6.0,1700.0,0,1,0,1,0,1,6,13.0,Band C,3,0,8,3,0,1,8.0,3.0,14.0,5.0,0.0,7.0
c06b3043-57d8-442b-8c21-f8e222f07cd0,South South,Rivers,obio/akpor,<1hr to large city,3,2,1,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5000.0,0,0,0,0,0,0,5,10.0,Band D,0,0,6,2,0,1,0.0,0.0,9.0,5.0,0.0,6.0
4514ca53-fa5f-4c2d-9d20-ae34a5037f78,South South,Rivers,obio/akpor,<1hr to large city,2,3,1,1,0,4,0.0,2.0,1.0,5000.0,0.0,0.0,8.0,12000.0,0,1,0,1,0,1,5,8.0,Band D,1,0,6,2,0,1,7.0,0.0,10.0,4.0,0.0,12.0
eae656a2-843d-4191-a0e7-e69cb650a35c,South South,Rivers,obio/akpor,<1hr to large city,2,1,1,1,0,3,0.0,10.0,1.0,3500.0,0.0,0.0,4.0,15000.0,1,1,0,1,0,1,3,10.0,Band D,3,1,6,2,0,1,7.0,3.0,10.0,4.0,0.0,8.0
b566da23-e1e7-46c9-8ee9-d0d121e0a590,South South,Rivers,obio/akpor,<1hr to large city,2,1,1,1,0,3,0.0,3.0,1.0,4000.0,0.0,0.0,4.0,2000.0,1,1,1,0,0,1,3,4.0,Band E,3,0,4,2,0,1,7.0,0.0,6.0,5.0,0.0,8.0
23e1b3c7-1d01-4cd0-be82-7d0727ae61c6,South South,Rivers,obio/akpor,<1hr to large city,6,3,2,2,2,8,0.0,3.0,1.0,5000.0,0.0,0.0,11.0,15000.0,1,1,1,1,0,1,9,11.0,Band D,3,0,9,2,0,1,8.0,0.0,8.0,5.0,0.0,7.0
a0975303-f738-4537-b4f0-f53ff3fb48c4,South South,Rivers,obio/akpor,<1hr to large city,5,1,1,2,2,5,0.0,3.0,1.0,7000.0,0.0,0.0,4.0,7000.0,1,1,1,1,0,1,6,4.0,Band E,1,0,5,2,0,1,7.0,0.0,7.0,4.0,0.0,8.0
eaf82485-1924-41a3-a8bb-cc9117e0ad42,South South,Rivers,obio/akpor,<1hr to large city,1,0,1,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4000.0,0,0,0,0,0,1,1,6.0,Band E,1,0,3,1,0,0,12.0,0.0,12.0,6.0,0.0,0.0
a0844bbc-41d5-4b10-bedd-d16b6995fe21,South South,Rivers,obio/akpor,<1hr to large city,2,2,0,2,0,2,0.0,5.0,1.0,5000.0,0.0,0.0,6.0,1500.0,0,0,0,0,0,1,4,6.0,Band E,1,0,6,1,0,1,11.0,0.0,14.0,5.0,0.0,9.0
39ac82f9-86bd-4211-9222-7ce0ad9f3fca,South South,Rivers,obio/akpor,<1hr to large city,4,4,2,2,0,7,0.0,4.0,1.0,30000.0,0.0,0.0,4.0,10000.0,0,0,0,0,0,0,8,4.0,Band E,3,0,7,2,1,1,7.0,0.0,7.0,5.0,6.0,6.0
136d5b3a-946f-42cb-b9c8-c16c5ad81ea4,South South,Rivers,obio/akpor,<1hr to large city,2,3,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3000.0,0,0,0,0,0,0,5,5.0,Band E,1,0,3,1,0,1,6.0,0.0,7.0,6.0,0.0,6.0
159a59a0-0c45-4cf2-98d1-b966e88617df,South South,Rivers,obio/akpor,<1hr to large city,5,2,3,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5000.0,0,0,0,0,0,0,7,11.0,Band D,1,0,3,2,0,0,5.0,0.0,5.0,4.0,0.0,0.0
a01b14bd-ffb9-49a1-a5a6-5bf4801b282d,South South,Rivers,obio/akpor,<1hr to large city,4,0,3,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4500.0,0,0,0,0,0,1,4,11.0,Band D,1,0,9,3,0,1,6.0,0.0,3.0,4.0,0.0,5.0
9bf3b091-fbb9-4633-947b-5d3bb30e027c,South South,Rivers,obio/akpor,<1hr to large city,2,3,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2000.0,0,0,0,0,0,0,5,11.0,Band D,1,0,3,2,0,0,8.0,0.0,11.0,3.0,0.0,0.0
c894b0a0-c3a1-44f4-8e43-29d9409831e8,South South,Rivers,obio/akpor,<1hr to large city,3,1,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,1,4,4.0,Band E,2,0,6,2,0,1,7.0,0.0,10.0,4.0,0.0,7.0
13cc0cf0-8cfe-4caa-b585-34fb38c91858,South South,Rivers,obio/akpor,<1hr to large city,3,1,2,0,1,2,0.0,4.0,1.0,15000.0,0.0,0.0,5.0,10000.0,0,0,0,0,0,1,4,5.0,Band E,3,0,10,3,0,1,13.0,0.0,6.0,3.0,0.0,9.0
9ee1b831-c8f1-444b-80ea-9f01151f464c,North West,Kaduna,chikun,<1hr to large city,5,1,3,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5000.0,0,1,0,0,0,1,6,12.0,Band C,3,0,8,4,0,1,7.0,0.0,11.0,4.0,0.0,6.0
5432a4d7-9225-4a51-a718-8c2be76c5b82,North West,Kaduna,chikun,<1hr to large city,6,5,3,2,1,1,0.0,5.0,1.0,5000.0,0.0,0.0,12.0,5000.0,0,1,0,0,0,0,11,12.0,Band C,4,0,4,4,0,2,7.0,0.0,8.0,4.0,0.0,10.0
d52e33b3-f7d0-42dd-9d6a-3734b90d9d08,North West,Kaduna,chikun,<1hr to large city,5,3,4,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3000.0,0,1,0,0,0,0,8,5.0,Band E,2,1,6,2,0,1,11.0,4.0,3.0,3.0,0.0,6.0
2efaa58a-33f2-44a1-b523-8aba55de10a2,North West,Kaduna,chikun,<1hr to large city,2,4,0,2,0,8,0.0,3.0,1.0,3000.0,0.0,0.0,6.0,5000.0,0,1,0,0,1,1,6,6.0,Band E,3,1,20,4,0,1,7.0,4.0,6.0,6.0,0.0,10.0
cf45b250-ec22-49fc-811d-d80c34fd53e2,South South,Rivers,obio/akpor,<1hr to large city,2,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1000.0,0,0,0,0,0,0,2,5.0,Band E,0,0,3,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0
c9219430-0b1e-4cf8-bb08-1622a51bfd9f,South South,Rivers,obio/akpor,<1hr to large city,2,2,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1200.0,0,0,0,0,0,0,4,7.0,Band E,0,0,2,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0
a2ab3dba-d0d5-4903-9239-ee3b02249d26,South South,Rivers,obio/akpor,<1hr to large city,4,2,2,2,0,1,0.0,4.0,1.0,7000.0,0.0,0.0,5.0,3000.0,0,1,0,0,0,1,6,5.0,Band E,1,0,2,2,0,1,8.0,0.0,9.0,4.0,0.0,7.0
66836ceb-1172-4ae2-9822-8e51fd506c9b,North West,Kaduna,chikun,<1hr to large city,5,2,4,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10000.0,0,0,0,0,0,1,7,4.0,Band E,1,0,4,1,0,0,8.0,0.0,7.0,2.0,0.0,0.0
ed2c52b5-f2ee-44fb-b467-edd44fa022bd,North West,Kaduna,chikun,<1hr to large city,2,3,1,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1000.0,0,0,0,0,0,0,5,7.0,Band E,0,0,3,1,0,1,0.0,0.0,9.0,1.0,0.0,0.0
8b929950-18d3-4326-8fe4-b929c6516930,North West,Kaduna,chikun,<1hr to large city,3,3,2,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15000.0,0,1,1,0,1,1,6,6.0,Band E,3,0,4,1,0,1,2.0,0.0,6.0,4.0,0.0,9.0
c553e00a-0d5e-4c6f-83a2-07cf45dcec73,North West,Kaduna,chikun,<1hr to large city,36,9,24,8,4,22,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3000.0,0,0,0,0,0,1,45,11.0,Band D,0,0,20,9,0,0,0.0,0.0,8.0,4.0,0.0,0.0
bc4987ba-5d83-418c-9259-2fab0939524b,North West,Kaduna,chikun,<1hr to large city,9,7,6,2,1,10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2000.0,0,0,0,0,0,1,16,4.0,Band E,2,0,13,0,0,0,8.0,0.0,8.0,0.0,0.0,0.0
4f5ae9f3-9e0d-4f50-a9c3-0bb6376b0ea3,North West,Kaduna,chikun,<1hr to large city,2,2,2,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2000.0,0,1,0,0,0,1,4,10.0,Band D,0,0,6,0,0,1,0.0,0.0,9.0,0.0,0.0,8.0
bc3707b0-a4fd-4c8f-86bf-ae2458f4a058,North West,Kaduna,chikun,<1hr to large city,7,7,5,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3000.0,0,1,0,0,0,0,14,7.0,Band E,1,0,6,0,0,1,5.0,0.0,6.0,0.0,0.0,4.0
498e0b1a-2cb4-4c03-94c3-401f06f630fb,North West,Zamfara,bakura,<1hr to int. city,5,13,2,3,0,9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5000.0,0,0,0,0,0,0,18,10.0,Band D,4,0,9,1,0,1,4.0,0.0,12.0,2.0,0.0,3.0
38847427-221b-4869-a5d4-f4c912809c80,North West,Zamfara,bakura,<1hr to int. city,14,15,10,4,0,9,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5000.0,0,0,0,0,0,0,29,8.0,Band D,0,0,10,2,1,1,0.0,0.0,12.0,2.0,7.0,3.0
400f9665-fd67-44bb-8013-a7a6c8e96b3e,North West,Zamfara,bakura,<1hr to int. city,4,12,1,3,0,6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3000.0,0,1,0,0,0,0,16,12.0,Band C,1,0,3,2,0,0,7.0,0.0,7.0,3.0,0.0,0.0
800e935f-24e1-46f4-81da-74130f36e216,North West,Zamfara,bakura,<1hr to int. city,20,8,8,10,2,9,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8000.0,0,0,0,0,0,0,28,12.0,Band C,0,0,8,1,1,0,0.0,0.0,12.0,2.0,4.0,0.0
71755e04-0ac7-47b0-a4bf-4fe87e362613,North West,Zamfara,bakura,<1hr to int. city,5,10,2,2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,600.0,0,0,0,0,0,0,15,4.0,Band E,0,0,7,2,1,1,0.0,0.0,10.0,2.0,7.0,2.0
9fd891d7-f86a-4bef-9b21-fd31686af946,North West,Zamfara,bakura,<1hr to int. city,4,4,3,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,0,0,0,0,0,8,4.0,Band E,0,0,3,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0
f2f8e052-4de9-40eb-826d-7d44d819c1b3,North West,Zamfara,bakura,<1hr to int. city,6,0,3,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6000.0,0,0,0,0,0,0,6,4.0,Band E,0,0,4,0,2,0,0.0,0.0,13.0,0.0,2.0,0.0
08da1b0b-c77f-4e28-a9ca-a5a107a21310,North West,Zamfara,bakura,<1hr to int. city,4,10,2,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4000.0,0,0,0,0,0,0,14,12.0,Band C,0,0,6,5,1,1,0.0,0.0,12.0,4.0,9.0,2.0
b4dec3df-02d3-484f-b632-6dfef10a2a7e,North West,Kaduna,sabon_gari,Town,4,7,2,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,0,11,3.0,Below Band E / Low Supply,2,1,2,3,0,1,7.0,2.0,3.0,3.0,0.0,3.0
4555e105-1c8a-4486-afaf-dc412a796a1c,North West,Kaduna,sabon_gari,Town,8,6,4,3,1,4,0.0,3.0,1.0,1500.0,0.0,0.0,3.0,3000.0,0,0,0,0,0,0,14,3.0,Below Band E / Low Supply,0,0,5,2,0,1,0.0,0.0,5.0,2.0,0.0,5.0
b60260e5-7fc4-4265-a0a9-055d0544904a,North West,Kaduna,chikun,<1hr to large city,6,4,3,3,0,10,0.0,3.0,1.0,3000.0,0.0,0.0,8.0,1500.0,0,0,0,0,0,0,10,8.0,Band D,1,0,5,3,0,1,1.0,0.0,5.0,5.0,0.0,12.0
5c4d6560-9b60-48e5-81e8-d2f258942d69,North West,Kaduna,chikun,<1hr to large city,3,0,2,1,0,10,6.0,0.0,0.0,0.0,0.0,0.0,12.0,20000.0,1,1,1,1,0,1,3,12.0,Band C,4,1,20,2,1,1,4.0,0.0,11.0,2.0,9.0,7.0
e0f67871-98b6-4c97-9938-f815ae68ef02,South South,Rivers,obio/akpor,<1hr to large city,2,0,0,2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7800.0,0,1,0,0,0,1,2,11.0,Band D,3,0,12,2,1,0,6.0,0.0,5.0,2.0,7.0,0.0
3a99a08c-bf34-487b-b4a5-1fab409f7645,South South,Rivers,obio/akpor,<1hr to large city,3,0,1,2,0,1,0.0,5.0,0.0,3000.0,0.0,0.0,9.0,9000.0,0,1,0,0,0,1,3,9.0,Band D,2,1,8,2,0,0,7.0,6.0,8.0,1.0,0.0,0.0
6d02c528-21b3-4bea-b8a3-4c498b3ebd63,South South,Rivers,obio/akpor,<1hr to large city,4,0,1,2,1,8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9000.0,0,1,1,1,0,1,4,7.0,Band E,6,0,20,5,2,3,9.0,0.0,13.0,5.0,4.0,10.0
5fc36a63-5d35-4146-a412-bc25cfb3b7d2,South South,Rivers,obio/akpor,<1hr to large city,2,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,2,0.0,Below Band E / Low Supply,1,0,8,2,0,0,7.0,0.0,10.0,5.0,0.0,0.0
0914cc42-5581-4155-a129-a8bed124747e,North West,Kaduna,chikun,<1hr to large city,3,3,1,2,0,1,0.0,7.0,1.0,15000.0,0.0,0.0,3.0,4000.0,0,1,0,0,0,1,6,7.0,Band E,0,0,10,2,0,1,0.0,0.0,6.0,2.0,0.0,4.0
aeec39bb-6c66-4af1-8da5-35b9c7da6859,North West,Kaduna,chikun,<1hr to large city,3,7,2,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2000.0,0,0,0,0,0,1,10,3.0,Below Band E / Low Supply,2,0,7,2,0,1,4.0,0.0,5.0,2.0,0.0,3.0
de9f37b7-0805-4183-bf54-c6f6118935f8,North West,Kaduna,chikun,<1hr to large city,4,6,4,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10000.0,0,0,0,0,0,1,10,12.0,Band C,1,0,6,3,0,2,5.0,0.0,7.0,2.0,0.0,4.0
0e223a36-4722-4e86-80f8-40b9282cdb1a,North West,Kaduna,chikun,<1hr to large city,6,10,3,3,0,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1000.0,0,1,0,0,0,1,16,4.0,Band E,0,0,6,4,0,0,0.0,0.0,8.0,6.0,0.0,0.0
b407ced3-b135-4ed5-b57b-bde9e3c15aa6,North West,Kaduna,igabi,<1hr to large city,10,6,6,3,1,7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1500.0,0,0,0,0,0,0,16,6.0,Band E,1,0,6,3,1,0,9.0,0.0,16.0,7.0,7.0,0.0
a6e23abc-749d-478d-9cca-346ab3dec22e,North West,Kaduna,igabi,<1hr to large city,5,12,2,2,1,12,0.0,2.0,1.0,4000.0,0.0,0.0,4.0,3000.0,0,0,0,0,0,0,17,4.0,Band E,0,0,10,5,1,0,0.0,0.0,9.0,8.0,1.0,0.0
5bb062c4-ff0a-4671-808f-5629fe3d4bf7,North West,Kaduna,igabi,<1hr to large city,3,5,2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1000.0,0,0,0,0,0,0,8,3.0,Below Band E / Low Supply,1,0,5,1,0,0,2.0,0.0,14.0,4.0,0.0,0.0
09a4e3b0-aec0-4b34-aab3-76e1385dc454,North West,Kaduna,igabi,<1hr to large city,10,15,4,4,2,5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1000.0,0,0,0,0,0,0,25,6.0,Band E,0,0,3,2,0,1,0.0,0.0,10.0,6.0,0.0,0.0
53127990-6a49-47fe-a4e3-2881ec76f225,North West,Kaduna,igabi,<1hr to large city,9,19,6,2,1,10,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1500.0,0,1,0,0,0,0,28,6.0,Band E,1,0,8,4,2,1,10.0,0.0,11.0,6.0,10.0,5.0
6ccdd7e7-c3e3-4824-baf6-2d57386bacc6,North West,Kaduna,igabi,<1hr to large city,5,10,2,3,0,6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2500.0,0,0,0,0,0,0,15,8.0,Band D,1,0,12,2,0,2,10.0,0.0,9.0,5.0,0.0,6.0
34e373f7-625b-4797-b734-f301dbf157a1,North West,Kaduna,igabi,<1hr to large city,6,13,4,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2000.0,0,0,0,0,0,0,19,6.0,Band E,2,0,5,2,0,0,14.0,0.0,8.0,6.0,0.0,0.0
07e7132d-a80b-4eae-9cb3-211369a294d3,North West,Kaduna,sabon_gari,Town,4,4,0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,0,0,0,0,0,0,8,2.0,Below Band E / Low Supply,0,0,4,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0
c2f4ec74-3f71-47a9-bf52-225445eeff6d,North West,Kaduna,sabon_gari,Town,6,10,3,3,0,18,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4000.0,0,0,0,0,0,1,16,6.0,Band E,0,0,18,5,0,2,0.0,0.0,6.0,4.0,0.0,6.0
f61ec757-3ae4-4d90-b0b1-d9cfdc9e71db,North West,Kaduna,sabon_gari,Town,3,2,2,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2000.0,0,0,0,0,0,0,5,2.0,Below Band E / Low Supply,0,0,4,2,0,0,0.0,0.0,5.0,2.0,0.0,0.0
5391611a-961e-4401-841b-e700007fb10f,North West,Kaduna,sabon_gari,Town,3,15,0,3,0,6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4000.0,0,1,0,0,0,0,18,12.0,Band C,2,0,15,10,0,3,13.0,0.0,9.0,6.0,0.0,8.0
0264baf9-c623-43f9-b9ef-bd1bb1f51ff3,North West,Kaduna,sabon_gari,Town,25,20,15,8,2,10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2000.0,0,0,0,0,0,0,45,10.0,Band D,2,0,10,8,0,3,10.0,0.0,7.0,8.0,0.0,5.0
8f723984-b6bf-4657-9fa0-e573e9f02dc3,North West,Kaduna,sabon_gari,Town,18,0,8,9,1,16,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5000.0,0,1,0,0,0,0,18,7.0,Band E,8,0,19,12,2,4,12.0,0.0,6.0,5.0,6.0,8.0
57fd5f57-64ad-4e74-ae77-9166f2a50a82,South South,Rivers,obio/akpor,<1hr to large city,7,8,5,2,0,5,0.0,6.0,1.0,4000.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,6.0,Band E,1,0,3,1,1,1,5.0,0.0,5.0,2.0,4.0,5.0
08e1939f-2c6c-49ef-9893-47a03d4f5b7e,South South,Rivers,obio/akpor,<1hr to large city,3,1,1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2000.0,0,0,0,0,0,1,4,3.0,Below Band E / Low Supply,1,0,3,2,0,1,2.0,0.0,2.0,2.0,0.0,2.0
c9a8b260-d334-4da8-a343-ef826b5af5d9,South South,Rivers,obio/akpor,<1hr to large city,2,2,1,1,0,2,0.0,4.0,1.0,4500.0,0.0,0.0,3.0,4200.0,0,1,0,0,0,1,4,4.0,Band E,2,0,3,2,0,1,7.0,0.0,7.0,3.0,0.0,6.0
b6f6d9e1-ec58-42f4-b931-cc3e2f7a460b,South South,Rivers,obio/akpor,<1hr to large city,2,1,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3000.0,0,1,0,0,0,1,3,8.0,Band D,2,0,4,2,0,1,7.0,0.0,4.0,3.0,0.0,7.0
4b2d7616-f522-468c-812b-b059332eec85,South South,Rivers,obio/akpor,<1hr to large city,2,0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4000.0,0,1,0,0,0,1,2,5.0,Band E,1,0,3,2,0,1,7.0,0.0,3.0,3.0,0.0,3.0
664fb541-700c-4255-accb-39664a9a2da2,North West,Kaduna,chikun,<1hr to large city,2,1,1,1,0,4,0.0,3.0,1.0,4000.0,0.0,0.0,8.0,3000.0,0,1,0,0,0,1,3,8.0,Band D,1,1,5,2,1,0,3.0,2.0,5.0,3.0,1.0,0.0
747347e2-53f6-4af2-ac0f-d60cacb09077,South South,Rivers,obio/akpor,<1hr to large city,5,1,3,1,1,4,0.0,4.0,1.0,20000.0,0.0,0.0,5.0,6000.0,0,0,0,0,0,0,6,5.0,Band E,1,0,4,1,0,1,6.0,0.0,6.0,1.0,0.0,1.0
bec677d1-0c60-4d5d-ad85-87c25d553839,South South,Rivers,obio/akpor,<1hr to large city,2,1,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2000.0,0,0,0,0,0,1,3,5.0,Band E,0,0,1,2,0,1,0.0,0.0,5.0,4.0,0.0,3.0
323cee95-8310-4c82-931c-71087c0d3374,South South,Rivers,obio/akpor,<1hr to large city,4,0,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10000.0,0,0,0,0,0,1,4,7.0,Band E,2,0,1,2,0,1,8.0,0.0,0.0,2.0,0.0,4.0
4e20d904-1e2e-477b-9a05-e7048b05a396,South South,Rivers,obio/akpor,<1hr to large city,5,2,3,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14000.0,0,1,0,0,0,0,7,8.0,Band D,4,0,7,2,0,1,2.0,0.0,2.0,2.0,0.0,2.0
